replicon,type,subtype,sys_beg,sys_end,protein_in_syst,genes_count,name_of_profiles_in_sys,accession_in_sys,Superkingdom,phylum,class,order,family,genus,species,sys_id
GCF_013282275.1_NZ_CP042878,BREX,BREX_I,GCF_013282275.1_NZ_CP042878_04656,GCF_013282275.1_NZ_CP042878_04662,"GCF_013282275.1_NZ_CP042878_04656,GCF_013282275.1_NZ_CP042878_04657,GCF_013282275.1_NZ_CP042878_04658,GCF_013282275.1_NZ_CP042878_04660,GCF_013282275.1_NZ_CP042878_04661,GCF_013282275.1_NZ_CP042878_04662",6,"BREX__brxL,BREX__pglZA,BREX__pglX1,BREX__brxC,BREX__brxB_DUF1788,BREX__brxA_DUF1819","FVA71_RS23080,FVA71_RS23085,FVA71_RS23090,FVA71_RS23100,WP_004249341.1,WP_023063797.1",Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia coli,GCF_013282275_NZ_CP042878_BREX_I_2
GCF_004295645.1_NZ_CP034752,BREX,BREX_III,GCF_004295645.1_NZ_CP034752_00403,GCF_004295645.1_NZ_CP034752_00407,"GCF_004295645.1_NZ_CP034752_00403,GCF_004295645.1_NZ_CP034752_00405,GCF_004295645.1_NZ_CP034752_00406,GCF_004295645.1_NZ_CP034752_00407",4,"BREX__brxF,BREX__pglXI,BREX__brxHII,BREX__pglZ3","EKN56_RS02000,WP_130590276.1,WP_130590277.1,EKN56_RS02020",Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Budviciaceae,Jinshanibacter,Jinshanibacter zhutongyuii,GCF_004295645_NZ_CP034752_BREX_III_2
GCF_001577325.1_NZ_CP014522,BREX,BREX_I,GCF_001577325.1_NZ_CP014522_04064,GCF_001577325.1_NZ_CP014522_04069,"GCF_001577325.1_NZ_CP014522_04064,GCF_001577325.1_NZ_CP014522_04065,GCF_001577325.1_NZ_CP014522_04066,GCF_001577325.1_NZ_CP014522_04067,GCF_001577325.1_NZ_CP014522_04068,GCF_001577325.1_NZ_CP014522_04069",6,"BREX__brxA_DUF1819,BREX__brxB_DUF1788,BREX__brxC,BREX__pglX1,BREX__pglZA,BREX__brxL","WP_085962535.1,WP_000566901.1,AVR76_RS20670,AVR76_RS20675,AVR76_RS20680,AVR76_RS20685",Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia coli,GCF_001577325_NZ_CP014522_BREX_I_2
GCF_014169655.1_NZ_AP022238,BREX,BREX_I,GCF_014169655.1_NZ_AP022238_02630,GCF_014169655.1_NZ_AP022238_02636,"GCF_014169655.1_NZ_AP022238_02630,GCF_014169655.1_NZ_AP022238_02631,GCF_014169655.1_NZ_AP022238_02633,GCF_014169655.1_NZ_AP022238_02634,GCF_014169655.1_NZ_AP022238_02635,GCF_014169655.1_NZ_AP022238_02636",6,"BREX__brxL,BREX__pglZA,BREX__pglX1,BREX__brxC,BREX__brxB_DUF1788,BREX__brxA_DUF1819","H7R41_RS13090,H7R41_RS13095,H7R41_RS13105,H7R41_RS13110,WP_002010699.1,WP_182925314.1",Bacteria,Pseudomonadota,Gammaproteobacteria,Moraxellales,Moraxellaceae,Acinetobacter,Acinetobacter baumannii,GCF_014169655_NZ_AP022238_BREX_I_2
GCF_016755995.1_NZ_AP024254,BREX,BREX_II,GCF_016755995.1_NZ_AP024254_04732,GCF_016755995.1_NZ_AP024254_04737,"GCF_016755995.1_NZ_AP024254_04732,GCF_016755995.1_NZ_AP024254_04733,GCF_016755995.1_NZ_AP024254_04734,GCF_016755995.1_NZ_AP024254_04735,GCF_016755995.1_NZ_AP024254_04736,GCF_016755995.1_NZ_AP024254_04737",6,"BREX__pglW,BREX__pglX2,BREX__pglY,BREX__pglZ2,BREX__brxD,BREX__brxHI","JN212_RS23590,JN212_RS23595,WP_009955556.1,JN212_RS23605,JN212_RS23610,WP_029384978.1",Bacteria,Actinomycetota,Actinomycetes,Mycobacteriales,Mycobacteriaceae,Mycobacterium,Mycobacterium intracellulare,GCF_016755995_NZ_AP024254_BREX_II_2
GCF_016758865.1_NZ_CP068444,BREX,BREX_I,GCF_016758865.1_NZ_CP068444_04446,GCF_016758865.1_NZ_CP068444_04453,"GCF_016758865.1_NZ_CP068444_04446,GCF_016758865.1_NZ_CP068444_04447,GCF_016758865.1_NZ_CP068444_04450,GCF_016758865.1_NZ_CP068444_04451,GCF_016758865.1_NZ_CP068444_04452,GCF_016758865.1_NZ_CP068444_04453",6,"BREX__brxL,BREX__pglZA,BREX__pglX1,BREX__brxC,BREX__brxB_DUF1788,BREX__brxA_DUF1819","IT777_RS22155,IT777_RS22160,IT777_RS22175,IT777_RS22180,WP_135732752.1,WP_135732753.1",Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Klebsiella,Klebsiella quasipneumoniae,GCF_016758865_NZ_CP068444_BREX_I_2
GCF_015910345.1_NZ_CP049021,BREX,BREX_I,GCF_015910345.1_NZ_CP049021_03741,GCF_015910345.1_NZ_CP049021_03748,"GCF_015910345.1_NZ_CP049021_03741,GCF_015910345.1_NZ_CP049021_03742,GCF_015910345.1_NZ_CP049021_03745,GCF_015910345.1_NZ_CP049021_03746,GCF_015910345.1_NZ_CP049021_03747,GCF_015910345.1_NZ_CP049021_03748",6,"BREX__brxL,BREX__pglZA,BREX__pglX1,BREX__brxC,BREX__brxB_DUF1788,BREX__brxA_DUF1819","GVI75_RS18685,GVI75_RS18690,GVI75_RS18705,GVI75_RS18710,WP_032634494.1,WP_032634496.1",Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Enterobacter,Enterobacter hormaechei,GCF_015910345_NZ_CP049021_BREX_I_2
GCF_001011095.1_NZ_CP011404,BREX,BREX_I,GCF_001011095.1_NZ_CP011404_00003,GCF_001011095.1_NZ_CP011404_00006,"GCF_001011095.1_NZ_CP011404_00003,GCF_001011095.1_NZ_CP011404_00004,GCF_001011095.1_NZ_CP011404_00005,GCF_001011095.1_NZ_CP011404_00006",4,"BREX__brxB_DUF1788,BREX__brxC,BREX__pglX1,BREX__pglZA","WP_047036115.1,lsr_RS08790,lsr_RS08795,lsr_RS08800",Bacteria,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Ligilactobacillus,Ligilactobacillus salivarius,GCF_001011095_NZ_CP011404_BREX_I_2
GCF_009936255.1_NZ_AP019796,BREX,BREX_III,GCF_009936255.1_NZ_AP019796_01414,GCF_009936255.1_NZ_AP019796_01419,"GCF_009936255.1_NZ_AP019796_01414,GCF_009936255.1_NZ_AP019796_01416,GCF_009936255.1_NZ_AP019796_01418,GCF_009936255.1_NZ_AP019796_01419",4,"BREX__brxF,BREX__pglXI,BREX__brxHII,BREX__pglZ3","Rma1338_RS07040,WP_161541046.1,WP_161541048.1,Rma1338_RS07065",Bacteria,Rhodothermota,Rhodothermia,Rhodothermales,Rhodothermaceae,Rhodothermus,Rhodothermus marinus,GCF_009936255_NZ_AP019796_BREX_III_2
GCF_001723525.1_NZ_CP017108,BREX,BREX_I,GCF_001723525.1_NZ_CP017108_00155,GCF_001723525.1_NZ_CP017108_00160,"GCF_001723525.1_NZ_CP017108_00155,GCF_001723525.1_NZ_CP017108_00156,GCF_001723525.1_NZ_CP017108_00157,GCF_001723525.1_NZ_CP017108_00158,GCF_001723525.1_NZ_CP017108_00159,GCF_001723525.1_NZ_CP017108_00160",6,"BREX__brxA_DUF1819,BREX__brxB_DUF1788,BREX__brxC,BREX__pglX1,BREX__pglZA,BREX__brxL","WP_069469581.1,WP_069469582.1,BHF65_RS09235,BHF65_RS09240,BHF65_RS09245,BHF65_RS09250",Bacteria,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Ligilactobacillus,Ligilactobacillus salivarius,GCF_001723525_NZ_CP017108_BREX_I_2
GCF_000577895.1_NZ_HG917868,BREX,BREX_I,GCF_000577895.1_NZ_HG917868_01274,GCF_000577895.1_NZ_HG917868_01279,"GCF_000577895.1_NZ_HG917868_01274,GCF_000577895.1_NZ_HG917868_01275,GCF_000577895.1_NZ_HG917868_01276,GCF_000577895.1_NZ_HG917868_01277,GCF_000577895.1_NZ_HG917868_01278,GCF_000577895.1_NZ_HG917868_01279",6,"BREX__brxL,BREX__pglZA,BREX__pglX1,BREX__brxC,BREX__brxB_DUF1788,BREX__brxA_DUF1819","CM240_RS06260,CM240_RS06265,CM240_RS06270,CM240_RS06275,WP_197537940.1,WP_044037498.1",Bacteria,Bacillota,Clostridia,Eubacteriales,Clostridiaceae,Clostridium,Clostridium bornimense,GCF_000577895_NZ_HG917868_BREX_I_2
GCF_015910365.1_NZ_CP047757,BREX,BREX_I,GCF_015910365.1_NZ_CP047757_03494,GCF_015910365.1_NZ_CP047757_03501,"GCF_015910365.1_NZ_CP047757_03494,GCF_015910365.1_NZ_CP047757_03495,GCF_015910365.1_NZ_CP047757_03498,GCF_015910365.1_NZ_CP047757_03499,GCF_015910365.1_NZ_CP047757_03500,GCF_015910365.1_NZ_CP047757_03501",6,"BREX__brxL,BREX__pglZA,BREX__pglX1,BREX__brxC,BREX__brxB_DUF1788,BREX__brxA_DUF1819","GVI63_RS17440,GVI63_RS17445,GVI63_RS17460,GVI63_RS17465,WP_032634494.1,WP_032634496.1",Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Enterobacter,Enterobacter hormaechei,GCF_015910365_NZ_CP047757_BREX_I_2
GCF_022691665.1_NZ_CP093554,BREX,BREX_I,GCF_022691665.1_NZ_CP093554_02494,GCF_022691665.1_NZ_CP093554_02502,"GCF_022691665.1_NZ_CP093554_02494,GCF_022691665.1_NZ_CP093554_02498,GCF_022691665.1_NZ_CP093554_02499,GCF_022691665.1_NZ_CP093554_02500,GCF_022691665.1_NZ_CP093554_02501,GCF_022691665.1_NZ_CP093554_02502",6,"BREX__brxL,BREX__pglZA,BREX__pglX1,BREX__brxC,BREX__brxB_DUF1788,BREX__brxA_DUF1819","MPC39_RS12470,MPC39_RS12490,MPC39_RS12495,MPC39_RS12500,WP_064077542.1,WP_064077543.1",Bacteria,Actinomycetota,Actinomycetes,Mycobacteriales,Nocardiaceae,Prescottella,Prescottella equi,GCF_022691665_NZ_CP093554_BREX_I_2
GCF_014169335.1_NZ_AP022139,BREX,BREX_I,GCF_014169335.1_NZ_AP022139_04525,GCF_014169335.1_NZ_AP022139_04530,"GCF_014169335.1_NZ_AP022139_04525,GCF_014169335.1_NZ_AP022139_04526,GCF_014169335.1_NZ_AP022139_04527,GCF_014169335.1_NZ_AP022139_04528,GCF_014169335.1_NZ_AP022139_04529,GCF_014169335.1_NZ_AP022139_04530",6,"BREX__brxL,BREX__pglZA,BREX__pglX1,BREX__brxC,BREX__brxB_DUF1788,BREX__brxA_DUF1819","H7R18_RS22555,H7R18_RS22560,H7R18_RS22565,H7R18_RS22570,WP_000566901.1,WP_086538008.1",Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Klebsiella,Klebsiella pneumoniae,GCF_014169335_NZ_AP022139_BREX_I_2
GCF_002119645.1_NZ_CP021104,BREX,BREX_I,GCF_002119645.1_NZ_CP021104_00440,GCF_002119645.1_NZ_CP021104_00447,"GCF_002119645.1_NZ_CP021104_00440,GCF_002119645.1_NZ_CP021104_00441,GCF_002119645.1_NZ_CP021104_00442,GCF_002119645.1_NZ_CP021104_00443,GCF_002119645.1_NZ_CP021104_00445,GCF_002119645.1_NZ_CP021104_00446,GCF_002119645.1_NZ_CP021104_00447",7,"BREX__brxA_DUF1819,BREX__brxB_DUF1788,BREX__brxC,BREX__pglX1,BREX__pglX1,BREX__pglZA,BREX__brxL","WP_021350007.1,WP_015638639.1,B7441_RS02180,B7441_RS02185,B7441_RS02195,B7441_RS02200,B7441_RS02205",Bacteria,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Limosilactobacillus,Limosilactobacillus fermentum,GCF_002119645_NZ_CP021104_BREX_I_2
GCF_013606065.1_NZ_CP055309,BREX,BREX_I,GCF_013606065.1_NZ_CP055309_05261,GCF_013606065.1_NZ_CP055309_05266,"GCF_013606065.1_NZ_CP055309_05261,GCF_013606065.1_NZ_CP055309_05262,GCF_013606065.1_NZ_CP055309_05263,GCF_013606065.1_NZ_CP055309_05264,GCF_013606065.1_NZ_CP055309_05265,GCF_013606065.1_NZ_CP055309_05266",6,"BREX__brxA_DUF1819,BREX__brxB_DUF1788,BREX__brxC,BREX__pglX1,BREX__pglZA,BREX__brxL","WP_113771263.1,WP_044349978.1,HV306_RS26225,HV306_RS26230,HV306_RS26235,HV306_RS26240",Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Klebsiella,Klebsiella grimontii,GCF_013606065_NZ_CP055309_BREX_I_2
GCF_022691685.1_NZ_CP093553,BREX,BREX_I,GCF_022691685.1_NZ_CP093553_01761,GCF_022691685.1_NZ_CP093553_01767,"GCF_022691685.1_NZ_CP093553_01761,GCF_022691685.1_NZ_CP093553_01762,GCF_022691685.1_NZ_CP093553_01764,GCF_022691685.1_NZ_CP093553_01765,GCF_022691685.1_NZ_CP093553_01766,GCF_022691685.1_NZ_CP093553_01767",6,"BREX__brxL,BREX__pglZA,BREX__pglX1,BREX__brxC,BREX__brxB_DUF1788,BREX__brxA_DUF1819","MPC38_RS08805,MPC38_RS08810,MPC38_RS08820,MPC38_RS08825,WP_242421153.1,WP_242421154.1",Bacteria,Actinomycetota,Actinomycetes,Mycobacteriales,Nocardiaceae,Prescottella,Prescottella equi,GCF_022691685_NZ_CP093553_BREX_I_2
GCF_020735865.1_NZ_CP085975,BREX,BREX_III,GCF_020735865.1_NZ_CP085975_01773,GCF_020735865.1_NZ_CP085975_01776,"GCF_020735865.1_NZ_CP085975_01773,GCF_020735865.1_NZ_CP085975_01774,GCF_020735865.1_NZ_CP085975_01776",3,"BREX__pglZ3,BREX__pglXI,BREX__brxF","WP_217803628.1,WP_008149085.1,WP_008149079.1",Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Tannerellaceae,Parabacteroides,Parabacteroides johnsonii,GCF_020735865_NZ_CP085975_BREX_III_2
GCF_023822085.1_NZ_CP086069,BREX,BREX_II,GCF_023822085.1_NZ_CP086069_01464,GCF_023822085.1_NZ_CP086069_01469,"GCF_023822085.1_NZ_CP086069_01464,GCF_023822085.1_NZ_CP086069_01465,GCF_023822085.1_NZ_CP086069_01466,GCF_023822085.1_NZ_CP086069_01467,GCF_023822085.1_NZ_CP086069_01468,GCF_023822085.1_NZ_CP086069_01469",6,"BREX__brxHI,BREX__brxD,BREX__pglZ2,BREX__pglY,BREX__pglX2,BREX__pglW","WP_252173977.1,LLA01_RS07325,LLA01_RS07330,WP_252173979.1,LLA01_RS07340,WP_252173981.1",Bacteria,Actinomycetota,Actinomycetes,Mycobacteriales,Nocardiaceae,Rhodococcus,Rhodococcus pyridinivorans,GCF_023822085_NZ_CP086069_BREX_II_2
GCF_023205055.1_NZ_CP096263,BREX,BREX_I,GCF_023205055.1_NZ_CP096263_00420,GCF_023205055.1_NZ_CP096263_00425,"GCF_023205055.1_NZ_CP096263_00420,GCF_023205055.1_NZ_CP096263_00421,GCF_023205055.1_NZ_CP096263_00422,GCF_023205055.1_NZ_CP096263_00423,GCF_023205055.1_NZ_CP096263_00424,GCF_023205055.1_NZ_CP096263_00425",6,"BREX__brxL,BREX__pglZA,BREX__pglX1,BREX__brxC,BREX__brxB_DUF1788,BREX__brxA_DUF1819","M0M92_RS02100,M0M92_RS02105,M0M92_RS02110,M0M92_RS02115,WP_058836893.1,WP_119676838.1",Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Klebsiella,Klebsiella quasipneumoniae,GCF_023205055_NZ_CP096263_BREX_I_2
GCF_003006035.1_NZ_CP027531,BREX,BREX_I,GCF_003006035.1_NZ_CP027531_00065,GCF_003006035.1_NZ_CP027531_00070,"GCF_003006035.1_NZ_CP027531_00065,GCF_003006035.1_NZ_CP027531_00066,GCF_003006035.1_NZ_CP027531_00067,GCF_003006035.1_NZ_CP027531_00068,GCF_003006035.1_NZ_CP027531_00069,GCF_003006035.1_NZ_CP027531_00070",6,"BREX__brxL,BREX__pglZA,BREX__pglX1,BREX__brxC,BREX__brxB_DUF1788,BREX__brxA_DUF1819","AM467_RS19875,AM467_RS19880,AM467_RS19885,AM467_RS19890,WP_106421661.1,WP_000892996.1",Bacteria,Pseudomonadota,Gammaproteobacteria,Moraxellales,Moraxellaceae,Acinetobacter,Acinetobacter baumannii,GCF_003006035_NZ_CP027531_BREX_I_2
GCF_009649075.1_NZ_CP045737,BREX,BREX_I,GCF_009649075.1_NZ_CP045737_02149,GCF_009649075.1_NZ_CP045737_02154,"GCF_009649075.1_NZ_CP045737_02149,GCF_009649075.1_NZ_CP045737_02150,GCF_009649075.1_NZ_CP045737_02151,GCF_009649075.1_NZ_CP045737_02152,GCF_009649075.1_NZ_CP045737_02153,GCF_009649075.1_NZ_CP045737_02154",6,"BREX__brxL,BREX__pglZA,BREX__pglX1,BREX__brxC,BREX__brxB_DUF1788,BREX__brxA_DUF1819","GEV26_RS10965,GEV26_RS10970,GEV26_RS10975,GEV26_RS10980,WP_243838709.1,WP_153653112.1",Bacteria,Actinomycetota,Actinomycetes,Propionibacteriales,Nocardioidaceae,Aeromicrobium,Aeromicrobium yanjiei,GCF_009649075_NZ_CP045737_BREX_I_2
GCF_004332015.1_NZ_CP028720,BREX,BREX_I,GCF_004332015.1_NZ_CP028720_01326,GCF_004332015.1_NZ_CP028720_01335,"GCF_004332015.1_NZ_CP028720_01326,GCF_004332015.1_NZ_CP028720_01327,GCF_004332015.1_NZ_CP028720_01328,GCF_004332015.1_NZ_CP028720_01329,GCF_004332015.1_NZ_CP028720_01334,GCF_004332015.1_NZ_CP028720_01335",6,"BREX__brxA_DUF1819,BREX__brxB_DUF1788,BREX__brxC,BREX__pglX1,BREX__pglZA,BREX__brxL","WP_002397583.1,WP_002397584.1,C7I32_RS07125,C7I32_RS07130,C7I32_RS07155,C7I32_RS07160",Bacteria,Bacillota,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus,Enterococcus faecalis,GCF_004332015_NZ_CP028720_BREX_I_2
GCF_014169595.1_NZ_AP022215,BREX,BREX_I,GCF_014169595.1_NZ_AP022215_04008,GCF_014169595.1_NZ_AP022215_04013,"GCF_014169595.1_NZ_AP022215_04008,GCF_014169595.1_NZ_AP022215_04009,GCF_014169595.1_NZ_AP022215_04010,GCF_014169595.1_NZ_AP022215_04011,GCF_014169595.1_NZ_AP022215_04012,GCF_014169595.1_NZ_AP022215_04013",6,"BREX__brxA_DUF1819,BREX__brxB_DUF1788,BREX__brxC,BREX__pglX1,BREX__pglZA,BREX__brxL","WP_023982161.1,WP_000566902.1,H7R13_RS19900,H7R13_RS19905,H7R13_RS19910,H7R13_RS19915",Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia coli,GCF_014169595_NZ_AP022215_BREX_I_2
GCF_019048185.1_NZ_CP077331,BREX,BREX_I,GCF_019048185.1_NZ_CP077331_03148,GCF_019048185.1_NZ_CP077331_03158,"GCF_019048185.1_NZ_CP077331_03148,GCF_019048185.1_NZ_CP077331_03149,GCF_019048185.1_NZ_CP077331_03150,GCF_019048185.1_NZ_CP077331_03152,GCF_019048185.1_NZ_CP077331_03155,GCF_019048185.1_NZ_CP077331_03157,GCF_019048185.1_NZ_CP077331_03158",7,"BREX__brxA_DUF1819,BREX__brxB_DUF1788,BREX__brxC,BREX__pglX1,BREX__pglX1,BREX__pglZA,BREX__brxL","WP_216980736.1,WP_120066191.1,I6L76_RS15755,I6L76_RS15765,I6L76_RS15780,I6L76_RS15790,I6L76_RS15795",Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Lelliottia,Lelliottia amnigena,GCF_019048185_NZ_CP077331_BREX_I_2
GCF_014892695.1_NZ_CP040449,BREX,BREX_I,GCF_014892695.1_NZ_CP040449_02138,GCF_014892695.1_NZ_CP040449_02151,"GCF_014892695.1_NZ_CP040449_02138,GCF_014892695.1_NZ_CP040449_02139,GCF_014892695.1_NZ_CP040449_02142,GCF_014892695.1_NZ_CP040449_02145,GCF_014892695.1_NZ_CP040449_02149,GCF_014892695.1_NZ_CP040449_02150,GCF_014892695.1_NZ_CP040449_02151",7,"BREX__brxL,BREX__pglZA,BREX__pglX1,BREX__pglX1,BREX__brxC,BREX__brxB_DUF1788,BREX__brxA_DUF1819","FE240_RS10690,FE240_RS10695,FE240_RS10710,FE240_RS10725,FE240_RS10745,WP_193000850.1,WP_193000852.1",Bacteria,Pseudomonadota,Gammaproteobacteria,Aeromonadales,Aeromonadaceae,Aeromonas,Aeromonas simiae,GCF_014892695_NZ_CP040449_BREX_I_2
GCF_001077555.2_NZ_CP021342,BREX,BREX_I,GCF_001077555.2_NZ_CP021342_02592,GCF_001077555.2_NZ_CP021342_02598,"GCF_001077555.2_NZ_CP021342_02592,GCF_001077555.2_NZ_CP021342_02593,GCF_001077555.2_NZ_CP021342_02594,GCF_001077555.2_NZ_CP021342_02595,GCF_001077555.2_NZ_CP021342_02597,GCF_001077555.2_NZ_CP021342_02598",6,"BREX__brxA_DUF1819,BREX__brxB_DUF1788,BREX__brxC,BREX__pglX1,BREX__pglZA,BREX__brxL","WP_032059947.1,WP_002010699.1,AB895_RS13070,AB895_RS13075,AB895_RS13085,AB895_RS13090",Bacteria,Pseudomonadota,Gammaproteobacteria,Moraxellales,Moraxellaceae,Acinetobacter,Acinetobacter baumannii,GCF_001077555_NZ_CP021342_BREX_I_2
GCF_000632415.1_NZ_CP004887,BREX,BREX_I,GCF_000632415.1_NZ_CP004887_00049,GCF_000632415.1_NZ_CP004887_00056,"GCF_000632415.1_NZ_CP004887_00049,GCF_000632415.1_NZ_CP004887_00050,GCF_000632415.1_NZ_CP004887_00051,GCF_000632415.1_NZ_CP004887_00053,GCF_000632415.1_NZ_CP004887_00054,GCF_000632415.1_NZ_CP004887_00055,GCF_000632415.1_NZ_CP004887_00056",7,"BREX__brxA_DUF1819,BREX__brxB_DUF1788,BREX__brxC,BREX__pglX1,BREX__pglX1,BREX__pglZA,BREX__brxL","WP_224385468.1,WP_077254712.1,J415_RS00260,J415_RS30275,J415_RS30280,J415_RS00280,J415_RS00285",Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Klebsiella,Klebsiella michiganensis,GCF_000632415_NZ_CP004887_BREX_I_2
GCF_001901315.1_NZ_CP010226,BREX,BREX_I,GCF_001901315.1_NZ_CP010226_03685,GCF_001901315.1_NZ_CP010226_03690,"GCF_001901315.1_NZ_CP010226_03685,GCF_001901315.1_NZ_CP010226_03686,GCF_001901315.1_NZ_CP010226_03687,GCF_001901315.1_NZ_CP010226_03688,GCF_001901315.1_NZ_CP010226_03689,GCF_001901315.1_NZ_CP010226_03690",6,"BREX__brxA_DUF1819,BREX__brxB_DUF1788,BREX__brxC,BREX__pglX1,BREX__pglZA,BREX__brxL","WP_148989245.1,WP_000566901.1,RG64_RS20370,RG64_RS20375,RG64_RS20380,RG64_RS20385",Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia coli,GCF_001901315_NZ_CP010226_BREX_I_2
GCF_001077655.1_NZ_CP012006,BREX,BREX_I,GCF_001077655.1_NZ_CP012006_02702,GCF_001077655.1_NZ_CP012006_02710,"GCF_001077655.1_NZ_CP012006_02702,GCF_001077655.1_NZ_CP012006_02703,GCF_001077655.1_NZ_CP012006_02707,GCF_001077655.1_NZ_CP012006_02708,GCF_001077655.1_NZ_CP012006_02709,GCF_001077655.1_NZ_CP012006_02710",6,"BREX__brxL,BREX__pglZA,BREX__pglX1,BREX__brxC,BREX__brxB_DUF1788,BREX__brxA_DUF1819","ACX61_RS13390,ACX61_RS13395,ACX61_RS13415,ACX61_RS13420,WP_000030108.1,WP_000892997.1",Bacteria,Pseudomonadota,Gammaproteobacteria,Moraxellales,Moraxellaceae,Acinetobacter,Acinetobacter baumannii,GCF_001077655_NZ_CP012006_BREX_I_2
GCF_016458785.1_NZ_CP066762,BREX,BREX_III,GCF_016458785.1_NZ_CP066762_00153,GCF_016458785.1_NZ_CP066762_00158,"GCF_016458785.1_NZ_CP066762_00153,GCF_016458785.1_NZ_CP066762_00156,GCF_016458785.1_NZ_CP066762_00157,GCF_016458785.1_NZ_CP066762_00158",4,"BREX__brxF,BREX__pglXI,BREX__brxHII,BREX__pglZ3","JG536_RS00760,WP_105831310.1,WP_105831311.1,JG536_RS00785",Bacteria,Pseudomonadota,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia,Burkholderia ambifaria,GCF_016458785_NZ_CP066762_BREX_III_2
GCF_013389615.1_NZ_CP058308,BREX,BREX_I,GCF_013389615.1_NZ_CP058308_03994,GCF_013389615.1_NZ_CP058308_03997,"GCF_013389615.1_NZ_CP058308_03994,GCF_013389615.1_NZ_CP058308_03995,GCF_013389615.1_NZ_CP058308_03996,GCF_013389615.1_NZ_CP058308_03997",4,"BREX__brxA_DUF1819,BREX__brxB_DUF1788,BREX__brxC,BREX__pglX1","WP_023982161.1,WP_000566901.1,HXS78_RS19840,HXS78_RS19845",Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia coli,GCF_013389615_NZ_CP058308_BREX_I_1
GCF_011602505.1_NZ_CP050009,BREX,BREX_I,GCF_011602505.1_NZ_CP050009_00090,GCF_011602505.1_NZ_CP050009_00099,"GCF_011602505.1_NZ_CP050009_00090,GCF_011602505.1_NZ_CP050009_00091,GCF_011602505.1_NZ_CP050009_00092,GCF_011602505.1_NZ_CP050009_00094,GCF_011602505.1_NZ_CP050009_00097,GCF_011602505.1_NZ_CP050009_00098,GCF_011602505.1_NZ_CP050009_00099",7,"BREX__brxA_DUF1819,BREX__brxB_DUF1788,BREX__brxC,BREX__pglX1,BREX__pglX1,BREX__pglZA,BREX__brxL","WP_108168496.1,WP_001201808.1,HAP28_RS00455,HAP28_RS00465,HAP28_RS00480,HAP28_RS00485,HAP28_RS00490",Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Citrobacter,Citrobacter sp. Y3,GCF_011602505_NZ_CP050009_BREX_I_2
GCF_002082585.1_NZ_CP020563,BREX,BREX_II,GCF_002082585.1_NZ_CP020563_05907,GCF_002082585.1_NZ_CP020563_05912,"GCF_002082585.1_NZ_CP020563_05907,GCF_002082585.1_NZ_CP020563_05908,GCF_002082585.1_NZ_CP020563_05909,GCF_002082585.1_NZ_CP020563_05910,GCF_002082585.1_NZ_CP020563_05911,GCF_002082585.1_NZ_CP020563_05912",6,"BREX__brxHI,BREX__brxD,BREX__pglZ2,BREX__pglY,BREX__pglX2,BREX__pglW","WP_084750999.1,B7C62_RS29545,B7C62_RS29550,WP_084751006.1,B7C62_RS29560,B7C62_RS29565",Bacteria,Actinomycetota,Actinomycetes,Kitasatosporales,Streptomycetaceae,Kitasatospora,Kitasatospora albolonga,GCF_002082585_NZ_CP020563_BREX_II_2
